timestamp,Open,High,Low,Close,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2024-04-23T10:15:00-04:00,108.609375,108.609375,108.609375,108.609375,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-01T18:00:00-04:00,108,108.296875,108,108.296875,11,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-02T11:45:00-04:00,108.546875,108.546875,108.546875,108.546875,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-07T08:45:00-04:00,109.828125,110.015625,109.828125,110.015625,5,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-13T11:15:00-04:00,109.4375,109.4375,109.4375,109.4375,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-15T08:15:00-04:00,110.109375,110.109375,110.109375,110.109375,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-15T08:30:00-04:00,110.1875,110.46875,110.1875,110.46875,2,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-17T11:00:00-04:00,110.046875,110.046875,110.046875,110.046875,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-20T18:00:00-04:00,109.875,109.875,109.875,109.875,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-21T09:45:00-04:00,109.671875,109.6875,109.671875,109.6875,2,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-22T10:30:00-04:00,109.8125,109.8125,109.8125,109.8125,2,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-22T12:45:00-04:00,109.609375,109.609375,109.609375,109.609375,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-23T09:45:00-04:00,109.46875,109.46875,109.46875,109.46875,1,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-24T11:30:00-04:00,109.359375,109.359375,109.359375,109.359375,2,NaN,NaN,NaN,NaN,NaN,NaN
2024-05-28T12:45:00-04:00,109.140625,109.140625,109.140625,109.140625,2,55.08982035928143,NaN,NaN,NaN,NaN,NaN
2024-05-28T13:00:00-04:00,109.140625,109.140625,109.125,109.125,10,54.9127640036731,NaN,NaN,NaN,NaN,NaN
2024-05-28T13:30:00-04:00,109.015625,109.015625,109,109,3,53.433225651247504,NaN,NaN,NaN,NaN,NaN
2024-05-28T14:00:00-04:00,108.984375,108.984375,108.984375,108.984375,1,53.24012369417826,NaN,NaN,NaN,NaN,NaN
2024-05-28T14:15:00-04:00,109.015625,109.015625,109.015625,109.015625,2,53.6012806268992,NaN,NaN,NaN,NaN,NaN
2024-05-28T18:00:00-04:00,109.03125,109.03125,109.03125,109.03125,1,53.79344852816084,NaN,NaN,NaN,NaN,NaN
2024-05-28T23:45:00-04:00,108.90625,108.90625,108.90625,108.90625,1,51.94011974757401,NaN,NaN,NaN,NaN,NaN
2024-05-29T03:45:00-04:00,108.84375,108.84375,108.84375,108.84375,1,50.99410534556123,NaN,NaN,NaN,NaN,NaN
2024-05-29T07:45:00-04:00,108.84375,108.84375,108.84375,108.84375,1,50.99410534556123,NaN,NaN,NaN,NaN,NaN
2024-05-29T12:30:00-04:00,108.71875,108.71875,108.71875,108.71875,1,48.92709068763289,NaN,NaN,NaN,NaN,NaN
2024-05-29T13:00:00-04:00,108.515625,108.515625,108.515625,108.515625,1,45.686323459151666,NaN,NaN,NaN,NaN,NaN
2024-05-29T15:00:00-04:00,108.5,108.5,108.5,108.5,1,45.437007831930686,NaN,NaN,NaN,NaN,NaN
2024-05-30T13:00:00-04:00,109.078125,109.078125,109.078125,109.078125,1,55.18238109098776,NaN,NaN,NaN,NaN,NaN
2024-05-30T15:00:00-04:00,108.984375,108.984375,108.984375,108.984375,1,53.51322991197855,51.910359020272736,NaN,NaN,NaN,NaN
2024-05-30T16:00:00-04:00,109,109,109,109,1,53.76424890756156,51.81567534514989,NaN,NaN,NaN,NaN
2024-05-31T12:30:00-04:00,109.3125,109.3125,109.3125,109.3125,2,58.581370597457116,52.077718673277325,NaN,NaN,NaN,NaN
2024-06-03T04:15:00-04:00,109.546875,109.546875,109.546875,109.546875,1,61.796229212527955,52.675076070511636,NaN,NaN,NaN,NaN
2024-06-03T10:00:00-04:00,109.65625,109.859375,109.65625,109.859375,3,65.62716543910413,53.559864766577775,NaN,NaN,NaN,NaN
2024-06-03T13:45:00-04:00,110,110,110,110,1,67.2201195118055,54.532638972642516,NaN,NaN,NaN,NaN
2024-06-04T10:00:00-04:00,110.3125,110.3125,110.3125,110.3125,1,70.49269465419272,55.72544226735907,NaN,NaN,NaN,NaN
2024-06-04T15:00:00-04:00,110.3125,110.3125,110.3125,110.3125,1,70.49269465419272,57.050626189260406,NaN,NaN,NaN,NaN
2024-06-04T19:00:00-04:00,110.53125,110.53125,110.53125,110.53125,1,72.70494203276469,58.601400238346365,NaN,NaN,NaN,NaN
2024-06-04T21:00:00-04:00,110.25,110.25,110.25,110.25,1,65.86734575960966,59.66377455363555,NaN,NaN,NaN,NaN
2024-06-05T06:00:00-04:00,110.125,110.125,110.125,110.125,3,63.03014546420861,60.671135609105235,NaN,NaN,NaN,NaN
2024-06-05T08:45:00-04:00,110.59375,110.59375,110.59375,110.59375,1,68.50827432658836,62.30127495677929,NaN,NaN,NaN,NaN
2024-06-05T10:30:00-04:00,110.3125,110.3125,110.3125,110.3125,2,62.5220417240187,63.52163452049986,NaN,NaN,NaN,NaN
2024-06-05T11:30:00-04:00,110.71875,110.71875,110.71875,110.71875,3,67.00663169279468,64.36622384920035,NaN,NaN,NaN,NaN
2024-06-05T18:00:00-04:00,110.875,110.875,110.78125,110.78125,3,67.64801706268243,65.37585150282206,NaN,NaN,NaN,NaN
2024-06-05T23:00:00-04:00,110.703125,110.703125,110.703125,110.703125,2,65.92288132648895,66.24432524703116,NaN,NaN,NaN,NaN
2024-06-06T01:15:00-04:00,110.65625,110.65625,110.65625,110.65625,5,64.85421447585911,66.69238552405986,NaN,NaN,NaN,NaN
2024-06-06T08:15:00-04:00,110.546875,110.703125,110.546875,110.703125,4,65.45725662318863,66.9538874819642,NaN,NaN,NaN,NaN
2024-06-06T09:15:00-04:00,110.625,110.625,110.625,110.625,10,63.50160039327697,66.80206140726226,NaN,NaN,NaN,NaN
2024-06-06T20:30:00-04:00,110.75,110.75,110.703125,110.703125,10,64.63933209405187,66.61771944885128,NaN,NaN,NaN,NaN
2024-06-07T02:30:00-04:00,110.703125,110.703125,110.703125,110.703125,10,64.63933209405187,66.19962212312693,NaN,NaN,NaN,NaN
2024-06-07T08:30:00-04:00,110.625,110.625,109.8125,109.8125,31,45.77416408057811,64.43401279644017,NaN,NaN,NaN,NaN
2024-06-07T08:45:00-04:00,109.90625,109.90625,109.78125,109.78125,12,45.27486495664945,62.47472157671767,NaN,NaN,NaN,NaN
2024-06-07T09:00:00-04:00,109.875,109.875,109.875,109.875,1,47.13777448156768,61.13689505685752,NaN,NaN,NaN,NaN
2024-06-07T09:15:00-04:00,109.96875,109.96875,109.96875,109.96875,1,49.00715971317583,60.13525321749804,NaN,NaN,NaN,NaN
2024-06-07T10:15:00-04:00,109.9375,109.9375,109.9375,109.9375,1,48.392835179492124,58.698436135562595,NaN,NaN,NaN,NaN
2024-06-07T11:15:00-04:00,109.984375,109.984375,109.984375,109.984375,2,49.417113261876075,57.76236981683811,NaN,NaN,NaN,NaN
2024-06-09T18:15:00-04:00,109.625,109.625,109.625,109.625,10,42.45931094242553,56.00898976324032,NaN,NaN,NaN,NaN
2024-06-09T20:30:00-04:00,109.625,109.625,109.625,109.625,2,42.459310942425525,54.209796468936254,NaN,NaN,NaN,NaN
2024-06-09T22:30:00-04:00,109.625,109.625,109.625,109.625,2,42.459310942425525,52.53382715578887,NaN,NaN,NaN,NaN
2024-06-10T04:45:00-04:00,109.59375,109.59375,109.59375,109.59375,1,41.81982190734555,50.88851340089504,NaN,NaN,NaN,NaN
2024-06-10T05:15:00-04:00,109.71875,109.71875,109.71875,109.71875,1,45.36452265568516,49.453318117501944,NaN,NaN,NaN,NaN
2024-06-10T06:45:00-04:00,109.609375,109.609375,109.609375,109.609375,1,42.90149282683528,47.98188186275611,NaN,NaN,NaN,NaN
2024-06-10T07:15:00-04:00,109.546875,109.546875,109.546875,109.546875,1,41.51442101488647,46.33010249995858,NaN,NaN,NaN,NaN
2024-06-10T07:45:00-04:00,109.625,109.625,109.625,109.625,2,43.95373612099644,44.85255993045462,NaN,NaN,NaN,NaN
2024-06-10T08:15:00-04:00,109.625,109.625,109.625,109.625,1,43.95373612099644,44.722529361913075,NaN,NaN,NaN,NaN
2024-06-10T10:45:00-04:00,109.625,109.625,109.625,109.625,4,43.95373612099644,44.62816301650929,NaN,NaN,NaN,NaN
2024-06-10T11:00:00-04:00,109.59375,109.59375,109.59375,109.59375,1,43.0565705714007,44.336648451497354,NaN,NaN,NaN,NaN
2024-06-10T13:00:00-04:00,109.5,109.5,109.5,109.5,10,40.39285827232029,43.72134120572196,NaN,NaN,NaN,NaN
2024-06-10T13:30:00-04:00,109.515625,109.515625,109.515625,109.515625,1,41.04746996973926,43.196672262168185,NaN,NaN,NaN,NaN
2024-06-11T03:45:00-04:00,109.65625,109.65625,109.65625,109.65625,1,46.71882046442115,43.003937062349976,NaN,NaN,NaN,NaN
2024-06-11T04:45:00-04:00,109.75,109.75,109.75,109.75,1,50.16109835012129,43.55406473432824,NaN,NaN,NaN,NaN
2024-06-11T05:45:00-04:00,109.703125,109.703125,109.703125,109.703125,2,48.47476850021325,43.98374027417022,NaN,NaN,NaN,NaN
2024-06-11T10:15:00-04:00,109.65625,109.65625,109.65625,109.65625,1,46.78109174780899,44.29243890312619,NaN,NaN,NaN,NaN
2024-06-11T14:30:00-04:00,109.96875,109.96875,109.96875,109.96875,1,57.453688929299105,45.409143690408584,NaN,NaN,NaN,NaN
2024-06-12T08:15:00-04:00,110.125,110.125,110.125,110.125,1,61.60024289541351,46.568837993246326,NaN,NaN,NaN,NaN
2024-06-12T08:30:00-04:00,110.34375,111.03125,110.34375,110.828125,23,73.91861383002436,48.78434663633126,NaN,NaN,NaN,NaN
2024-06-12T08:45:00-04:00,110.9375,110.9375,110.9375,110.9375,1,75.24873850005493,51.193940742414725,NaN,NaN,NaN,NaN
2024-06-12T10:30:00-04:00,111.015625,111.015625,111.015625,111.015625,5,76.18307645075413,53.49603648025455,NaN,NaN,NaN,NaN
2024-06-12T11:30:00-04:00,110.9375,110.9375,110.9375,110.9375,1,73.20700091742779,55.58555539428537,NaN,NaN,NaN,NaN
